,date,NAV,NavperUnit,sellingPrice,redemptionPrice,change,FundName
67,2022-11-07,39227118443.25,11.2758,11.2759,11.2758,0.0007,B-TREASURY : Bualuang Treasury Fund
68,2022-11-04,38456295336.17,11.2751,11.2752,11.2751,0.0004,B-TREASURY : Bualuang Treasury Fund
69,2022-11-03,38991793929.11,11.2747,11.2748,11.2747,0.0002,B-TREASURY : Bualuang Treasury Fund
70,2022-11-02,38910996934.89,11.2745,11.2746,11.2745,0.0001,B-TREASURY : Bualuang Treasury Fund
71,2022-11-01,38983672612.58,11.2744,11.2745,11.2744,0.0002,B-TREASURY : Bualuang Treasury Fund
72,2022-10-31,38883750422.43,11.2742,11.2743,11.2742,0.0005,B-TREASURY : Bualuang Treasury Fund
73,2022-10-28,38711301351.62,11.2737,11.2738,11.2737,0.0002,B-TREASURY : Bualuang Treasury Fund
74,2022-10-27,38682032492.33,11.2735,11.2736,11.2735,0.0002,B-TREASURY : Bualuang Treasury Fund
75,2022-10-26,38462010781.61,11.2733,11.2734,11.2733,0.0002,B-TREASURY : Bualuang Treasury Fund
76,2022-10-25,38331327024.16,11.2731,11.2732,11.2731,0.0007,B-TREASURY : Bualuang Treasury Fund
77,2022-10-21,38321672713.31,11.2724,11.2725,11.2724,-0.0001,B-TREASURY : Bualuang Treasury Fund
78,2022-10-20,38317944298.57,11.2725,11.2726,11.2725,0.0002,B-TREASURY : Bualuang Treasury Fund
79,2022-10-19,38424622128.67,11.2723,11.2724,11.2723,0.0001,B-TREASURY : Bualuang Treasury Fund
80,2022-10-18,38913468177.67,11.2722,11.2723,11.2722,0.0002,B-TREASURY : Bualuang Treasury Fund
81,2022-10-17,38655563578.95,11.272,11.2721,11.272,0.0007,B-TREASURY : Bualuang Treasury Fund
82,2022-10-12,39286132003.86,11.2713,11.2714,11.2713,0.0002,B-TREASURY : Bualuang Treasury Fund
83,2022-10-11,38106967026.31,11.2711,11.2712,11.2711,0.0002,B-TREASURY : Bualuang Treasury Fund
84,2022-10-10,38117045744.45,11.2709,11.271,11.2709,0.0004,B-TREASURY : Bualuang Treasury Fund
85,2022-10-07,38552393155.91,11.2705,11.2706,11.2705,0.0,B-TREASURY : Bualuang Treasury Fund
86,2022-10-06,38767903080.43,11.2705,11.2706,11.2705,0.0003,B-TREASURY : Bualuang Treasury Fund
87,2022-10-05,38697133601.37,11.2702,11.2703,11.2702,0.0001,B-TREASURY : Bualuang Treasury Fund
88,2022-10-04,38580803405.29,11.2701,11.2702,11.2701,0.0002,B-TREASURY : Bualuang Treasury Fund
89,2022-10-03,39037796971.13,11.2699,11.27,11.2699,0.0004,B-TREASURY : Bualuang Treasury Fund
90,2022-09-30,38911599670.42,11.2695,11.2696,11.2695,0.0,B-TREASURY : Bualuang Treasury Fund
91,2022-09-29,38993353227.33,11.2695,11.2696,11.2695,0.0002,B-TREASURY : Bualuang Treasury Fund
92,2022-09-28,38940237030.77,11.2693,11.2694,11.2693,0.0001,B-TREASURY : Bualuang Treasury Fund
93,2022-09-27,38433271981.5,11.2692,11.2693,11.2692,0.0,B-TREASURY : Bualuang Treasury Fund
94,2022-09-26,38330392318.75,11.2692,11.2693,11.2692,0.0005,B-TREASURY : Bualuang Treasury Fund
95,2022-09-23,37850013538.49,11.2687,11.2688,11.2687,0.0,B-TREASURY : Bualuang Treasury Fund
96,2022-09-22,37846817427.55,11.2687,11.2688,11.2687,0.0002,B-TREASURY : Bualuang Treasury Fund
97,2022-09-21,37761714174.55,11.2685,11.2686,11.2685,0.0001,B-TREASURY : Bualuang Treasury Fund
98,2022-09-20,37683635986.54,11.2684,11.2685,11.2684,0.0001,B-TREASURY : Bualuang Treasury Fund
99,2022-09-19,37750536597.14,11.2683,11.2684,11.2683,0.0003,B-TREASURY : Bualuang Treasury Fund
100,2022-09-16,37670173200.9,11.268,11.2681,11.268,0.0002,B-TREASURY : Bualuang Treasury Fund
101,2022-09-15,37715410570.71,11.2678,11.2679,11.2678,0.0001,B-TREASURY : Bualuang Treasury Fund
102,2022-09-14,38424489511.75,11.2677,11.2678,11.2677,0.0001,B-TREASURY : Bualuang Treasury Fund
103,2022-09-13,38675148283.43,11.2676,11.2677,11.2676,0.0001,B-TREASURY : Bualuang Treasury Fund
104,2022-09-12,39062250958.54,11.2675,11.2676,11.2675,0.0004,B-TREASURY : Bualuang Treasury Fund
105,2022-09-09,39342666820.13,11.2671,11.2672,11.2671,0.0,B-TREASURY : Bualuang Treasury Fund
106,2022-09-08,39197753114.43,11.2671,11.2672,11.2671,0.0002,B-TREASURY : Bualuang Treasury Fund
107,2022-09-07,39584397703.36,11.2669,11.267,11.2669,0.0001,B-TREASURY : Bualuang Treasury Fund
108,2022-09-06,39504769761.09,11.2668,11.2669,11.2668,0.0001,B-TREASURY : Bualuang Treasury Fund
109,2022-09-05,40364220408.92,11.2667,11.2668,11.2667,0.0004,B-TREASURY : Bualuang Treasury Fund
110,2022-09-02,40325400215.1,11.2663,11.2664,11.2663,0.0001,B-TREASURY : Bualuang Treasury Fund
111,2022-09-01,40074256130.78,11.2662,11.2663,11.2662,0.0001,B-TREASURY : Bualuang Treasury Fund
112,2022-08-31,40065907003.33,11.2661,11.2662,11.2661,0.0001,B-TREASURY : Bualuang Treasury Fund
113,2022-08-30,40106685146.32,11.266,11.2661,11.266,0.0002,B-TREASURY : Bualuang Treasury Fund
114,2022-08-29,40122654333.1,11.2658,11.2659,11.2658,0.0002,B-TREASURY : Bualuang Treasury Fund
115,2022-08-26,40036123973.57,11.2656,11.2657,11.2656,0.0002,B-TREASURY : Bualuang Treasury Fund
116,2022-08-25,39879688106.86,11.2654,11.2655,11.2654,0.0,B-TREASURY : Bualuang Treasury Fund
117,2022-08-24,39940537885.84,11.2654,11.2655,11.2654,0.0002,B-TREASURY : Bualuang Treasury Fund
118,2022-08-23,39932018038.24,11.2652,11.2653,11.2652,0.0001,B-TREASURY : Bualuang Treasury Fund
119,2022-08-22,39926406063.74,11.2651,11.2652,11.2651,0.0003,B-TREASURY : Bualuang Treasury Fund
120,2022-08-19,39839942329.69,11.2648,11.2649,11.2648,0.0001,B-TREASURY : Bualuang Treasury Fund
121,2022-08-18,39848589623.74,11.2647,11.2648,11.2647,0.0,B-TREASURY : Bualuang Treasury Fund
122,2022-08-17,39933525503.1,11.2647,11.2648,11.2647,0.0001,B-TREASURY : Bualuang Treasury Fund
123,2022-08-16,40034841640.6,11.2646,11.2647,11.2646,0.0001,B-TREASURY : Bualuang Treasury Fund
124,2022-08-15,40175680210.09,11.2645,11.2646,11.2645,0.0004,B-TREASURY : Bualuang Treasury Fund
125,2022-08-11,40324960476.32,11.2641,11.2642,11.2641,0.0003,B-TREASURY : Bualuang Treasury Fund
126,2022-08-10,40216648628.58,11.2638,11.2639,11.2638,0.0,B-TREASURY : Bualuang Treasury Fund
127,2022-08-09,40253681136.2,11.2638,11.2639,11.2638,0.0002,B-TREASURY : Bualuang Treasury Fund
128,2022-08-08,40508523478.09,11.2636,11.2637,11.2636,0.0002,B-TREASURY : Bualuang Treasury Fund
129,2022-08-05,40636486519.43,11.2634,11.2635,11.2634,0.0001,B-TREASURY : Bualuang Treasury Fund
130,2022-08-04,40404665094.44,11.2633,11.2634,11.2633,0.0001,B-TREASURY : Bualuang Treasury Fund
131,2022-08-03,40483799324.99,11.2632,11.2633,11.2632,0.0001,B-TREASURY : Bualuang Treasury Fund
132,2022-08-02,40413098915.3,11.2631,11.2632,11.2631,0.0001,B-TREASURY : Bualuang Treasury Fund
133,2022-08-01,40438723403.22,11.263,11.2631,11.263,0.0004,B-TREASURY : Bualuang Treasury Fund
134,2022-07-27,40175793537.22,11.2626,11.2627,11.2626,0.0,B-TREASURY : Bualuang Treasury Fund
135,2022-07-26,39772989877.51,11.2626,11.2627,11.2626,0.0001,B-TREASURY : Bualuang Treasury Fund
136,2022-07-25,39477192871.44,11.2625,11.2626,11.2625,0.0002,B-TREASURY : Bualuang Treasury Fund
137,2022-07-22,39483799577.64,11.2623,11.2624,11.2623,0.0001,B-TREASURY : Bualuang Treasury Fund
138,2022-07-21,39511986567.04,11.2622,11.2623,11.2622,0.0001,B-TREASURY : Bualuang Treasury Fund
139,2022-07-20,39678492103.44,11.2621,11.2622,11.2621,0.0,B-TREASURY : Bualuang Treasury Fund
140,2022-07-19,39598773475.31,11.2621,11.2622,11.2621,0.0001,B-TREASURY : Bualuang Treasury Fund
141,2022-07-18,39747368045.29,11.262,11.2621,11.262,0.0002,B-TREASURY : Bualuang Treasury Fund
142,2022-07-15,39761058375.36,11.2618,11.2619,11.2618,0.0,B-TREASURY : Bualuang Treasury Fund
143,2022-07-14,39775945346.0,11.2618,11.2619,11.2618,0.0001,B-TREASURY : Bualuang Treasury Fund
144,2022-07-12,39587706024.87,11.2617,11.2618,11.2617,0.0002,B-TREASURY : Bualuang Treasury Fund
145,2022-07-11,39651746725.76,11.2615,11.2616,11.2615,0.0002,B-TREASURY : Bualuang Treasury Fund
146,2022-07-08,39533280882.54,11.2613,11.2614,11.2613,0.0001,B-TREASURY : Bualuang Treasury Fund
147,2022-07-07,39950851057.97,11.2612,11.2613,11.2612,0.0001,B-TREASURY : Bualuang Treasury Fund
148,2022-07-06,40443909593.23,11.2611,11.2612,11.2611,0.0001,B-TREASURY : Bualuang Treasury Fund
149,2022-07-05,40330677852.48,11.261,11.2611,11.261,0.0001,B-TREASURY : Bualuang Treasury Fund
150,2022-07-04,40469937268.05,11.2609,11.261,11.2609,0.0002,B-TREASURY : Bualuang Treasury Fund
151,2022-07-01,39940440413.97,11.2607,11.2608,11.2607,0.0001,B-TREASURY : Bualuang Treasury Fund
152,2022-06-30,39700709289.82,11.2606,11.2607,11.2606,0.0,B-TREASURY : Bualuang Treasury Fund
153,2022-06-29,38802063788.47,11.2606,11.2607,11.2606,0.0001,B-TREASURY : Bualuang Treasury Fund
154,2022-06-28,38772965726.56,11.2605,11.2606,11.2605,0.0,B-TREASURY : Bualuang Treasury Fund
155,2022-06-27,38601212535.8,11.2605,11.2606,11.2605,0.0003,B-TREASURY : Bualuang Treasury Fund
156,2022-06-24,37677007317.5,11.2602,11.2603,11.2602,0.0001,B-TREASURY : Bualuang Treasury Fund
157,2022-06-23,37826069901.38,11.2601,11.2602,11.2601,0.0001,B-TREASURY : Bualuang Treasury Fund
158,2022-06-22,37659231046.94,11.26,11.2601,11.26,0.0001,B-TREASURY : Bualuang Treasury Fund
159,2022-06-21,37587874642.62,11.2599,11.26,11.2599,0.0001,B-TREASURY : Bualuang Treasury Fund
160,2022-06-20,37742223133.43,11.2598,11.2599,11.2598,0.0002,B-TREASURY : Bualuang Treasury Fund
161,2022-06-17,37323483239.86,11.2596,11.2597,11.2596,0.0001,B-TREASURY : Bualuang Treasury Fund
162,2022-06-16,37845726267.57,11.2595,11.2596,11.2595,0.0001,B-TREASURY : Bualuang Treasury Fund
163,2022-06-15,37750446596.2,11.2594,11.2595,11.2594,0.0001,B-TREASURY : Bualuang Treasury Fund
164,2022-06-14,37831163405.07,11.2593,11.2594,11.2593,0.0,B-TREASURY : Bualuang Treasury Fund
165,2022-06-13,38022799858.78,11.2593,11.2594,11.2593,0.0003,B-TREASURY : Bualuang Treasury Fund
166,2022-06-10,37988436993.16,11.259,11.2591,11.259,0.0001,B-TREASURY : Bualuang Treasury Fund
167,2022-06-09,37990988854.56,11.2589,11.259,11.2589,0.0,B-TREASURY : Bualuang Treasury Fund
168,2022-06-08,37862847601.61,11.2589,11.259,11.2589,0.0001,B-TREASURY : Bualuang Treasury Fund
169,2022-06-07,37955815261.84,11.2588,11.2589,11.2588,0.0001,B-TREASURY : Bualuang Treasury Fund
170,2022-06-06,38074785191.92,11.2587,11.2588,11.2587,0.0003,B-TREASURY : Bualuang Treasury Fund
171,2022-06-02,37867453364.07,11.2584,11.2585,11.2584,0.0,B-TREASURY : Bualuang Treasury Fund
172,2022-06-01,37894050349.77,11.2584,11.2585,11.2584,0.0001,B-TREASURY : Bualuang Treasury Fund
173,2022-05-31,37769717825.44,11.2583,11.2584,11.2583,0.0001,B-TREASURY : Bualuang Treasury Fund
174,2022-05-30,37744926765.09,11.2582,11.2583,11.2582,0.0003,B-TREASURY : Bualuang Treasury Fund
175,2022-05-27,37553191145.68,11.2579,11.258,11.2579,0.0001,B-TREASURY : Bualuang Treasury Fund
176,2022-05-26,37522920659.31,11.2578,11.2579,11.2578,0.0,B-TREASURY : Bualuang Treasury Fund
177,2022-05-25,37345565536.55,11.2578,11.2579,11.2578,0.0001,B-TREASURY : Bualuang Treasury Fund
178,2022-05-24,37521064255.92,11.2577,11.2578,11.2577,0.0001,B-TREASURY : Bualuang Treasury Fund
179,2022-05-23,37597712489.09,11.2576,11.2577,11.2576,0.0003,B-TREASURY : Bualuang Treasury Fund
180,2022-05-20,37571413463.53,11.2573,11.2574,11.2573,0.0001,B-TREASURY : Bualuang Treasury Fund
181,2022-05-19,37346459632.99,11.2572,11.2573,11.2572,0.0001,B-TREASURY : Bualuang Treasury Fund
182,2022-05-18,37323686800.42,11.2571,11.2572,11.2571,0.0,B-TREASURY : Bualuang Treasury Fund
183,2022-05-17,37319738360.84,11.2571,11.2572,11.2571,0.0004,B-TREASURY : Bualuang Treasury Fund
184,2022-05-13,37383963236.67,11.2567,11.2568,11.2567,0.0001,B-TREASURY : Bualuang Treasury Fund
185,2022-05-12,37324697167.98,11.2566,11.2567,11.2566,0.0001,B-TREASURY : Bualuang Treasury Fund
186,2022-05-11,37334037324.5,11.2565,11.2566,11.2565,0.0001,B-TREASURY : Bualuang Treasury Fund
187,2022-05-10,37256593697.47,11.2564,11.2565,11.2564,0.0,B-TREASURY : Bualuang Treasury Fund
188,2022-05-09,37741989562.81,11.2564,11.2565,11.2564,0.0003,B-TREASURY : Bualuang Treasury Fund
189,2022-05-06,37758316830.2,11.2561,11.2562,11.2561,0.0001,B-TREASURY : Bualuang Treasury Fund
190,2022-05-05,37594520120.97,11.256,11.2561,11.256,0.0001,B-TREASURY : Bualuang Treasury Fund
191,2022-05-03,37706584820.22,11.2559,11.256,11.2559,0.0004,B-TREASURY : Bualuang Treasury Fund
192,2022-04-29,36562479495.04,11.2555,11.2556,11.2555,0.0,B-TREASURY : Bualuang Treasury Fund
193,2022-04-28,36838178028.3,11.2555,11.2556,11.2555,0.0001,B-TREASURY : Bualuang Treasury Fund
194,2022-04-27,36575613095.38,11.2554,11.2555,11.2554,0.0001,B-TREASURY : Bualuang Treasury Fund
195,2022-04-26,36444139182.53,11.2553,11.2554,11.2553,0.0,B-TREASURY : Bualuang Treasury Fund
196,2022-04-25,36391751591.58,11.2553,11.2554,11.2553,0.0003,B-TREASURY : Bualuang Treasury Fund
197,2022-04-22,36227151373.4,11.255,11.2551,11.255,0.0001,B-TREASURY : Bualuang Treasury Fund
198,2022-04-21,36528076615.78,11.2549,11.255,11.2549,0.0001,B-TREASURY : Bualuang Treasury Fund
199,2022-04-20,36685654970.53,11.2548,11.2549,11.2548,0.0,B-TREASURY : Bualuang Treasury Fund
200,2022-04-19,36859795534.01,11.2548,11.2549,11.2548,0.0001,B-TREASURY : Bualuang Treasury Fund
201,2022-04-18,37036224976.13,11.2547,11.2548,11.2547,0.0005,B-TREASURY : Bualuang Treasury Fund
202,2022-04-12,36795359114.62,11.2542,11.2543,11.2542,0.0001,B-TREASURY : Bualuang Treasury Fund
203,2022-04-11,37209272206.5,11.2541,11.2542,11.2541,0.0003,B-TREASURY : Bualuang Treasury Fund
204,2022-04-08,37214015558.57,11.2538,11.2539,11.2538,0.0,B-TREASURY : Bualuang Treasury Fund
205,2022-04-07,37300310235.56,11.2538,11.2539,11.2538,0.0002,B-TREASURY : Bualuang Treasury Fund
206,2022-04-05,37313445558.08,11.2536,11.2537,11.2536,0.0001,B-TREASURY : Bualuang Treasury Fund
207,2022-04-04,37329894691.44,11.2535,11.2536,11.2535,0.0002,B-TREASURY : Bualuang Treasury Fund
208,2022-04-01,37258582802.75,11.2533,11.2534,11.2533,0.0001,B-TREASURY : Bualuang Treasury Fund
209,2022-03-31,37224804860.61,11.2532,11.2533,11.2532,0.0,B-TREASURY : Bualuang Treasury Fund
210,2022-03-30,37073624261.9,11.2532,11.2533,11.2532,0.0001,B-TREASURY : Bualuang Treasury Fund
211,2022-03-29,36619868484.07,11.2531,11.2532,11.2531,0.0001,B-TREASURY : Bualuang Treasury Fund
212,2022-03-28,36934680332.2,11.253,11.2531,11.253,0.0002,B-TREASURY : Bualuang Treasury Fund
213,2022-03-25,36578760047.75,11.2528,11.2529,11.2528,0.0001,B-TREASURY : Bualuang Treasury Fund
214,2022-03-24,37186999562.42,11.2527,11.2528,11.2527,0.0,B-TREASURY : Bualuang Treasury Fund
215,2022-03-23,36910414029.93,11.2527,11.2528,11.2527,0.0001,B-TREASURY : Bualuang Treasury Fund
216,2022-03-22,36904952628.73,11.2526,11.2527,11.2526,0.0001,B-TREASURY : Bualuang Treasury Fund
217,2022-03-21,37277286122.33,11.2525,11.2526,11.2525,0.0002,B-TREASURY : Bualuang Treasury Fund
218,2022-03-18,37195833577.11,11.2523,11.2524,11.2523,0.0001,B-TREASURY : Bualuang Treasury Fund
219,2022-03-17,37289881153.54,11.2522,11.2523,11.2522,0.0001,B-TREASURY : Bualuang Treasury Fund
220,2022-03-16,37278220459.31,11.2521,11.2522,11.2521,0.0001,B-TREASURY : Bualuang Treasury Fund
221,2022-03-15,37451208499.47,11.252,11.2521,11.252,0.0,B-TREASURY : Bualuang Treasury Fund
222,2022-03-14,37443504660.89,11.252,11.2521,11.252,0.0003,B-TREASURY : Bualuang Treasury Fund
223,2022-03-11,37351760771.84,11.2517,11.2518,11.2517,0.0,B-TREASURY : Bualuang Treasury Fund
224,2022-03-10,37401278911.11,11.2517,11.2518,11.2517,0.0001,B-TREASURY : Bualuang Treasury Fund
225,2022-03-09,37378302348.87,11.2516,11.2517,11.2516,0.0001,B-TREASURY : Bualuang Treasury Fund
226,2022-03-08,37391688996.9,11.2515,11.2516,11.2515,0.0001,B-TREASURY : Bualuang Treasury Fund
227,2022-03-07,37388132505.91,11.2514,11.2515,11.2514,0.0002,B-TREASURY : Bualuang Treasury Fund
228,2022-03-04,37360268505.62,11.2512,11.2513,11.2512,0.0001,B-TREASURY : Bualuang Treasury Fund
229,2022-03-03,37212634229.51,11.2511,11.2512,11.2511,0.0,B-TREASURY : Bualuang Treasury Fund
230,2022-03-02,37102046861.14,11.2511,11.2512,11.2511,0.0001,B-TREASURY : Bualuang Treasury Fund
231,2022-03-01,36899852778.34,11.251,11.2511,11.251,0.0001,B-TREASURY : Bualuang Treasury Fund
232,2022-02-28,37025911287.0,11.2509,11.251,11.2509,0.0002,B-TREASURY : Bualuang Treasury Fund
233,2022-02-25,36994078974.78,11.2507,11.2508,11.2507,0.0001,B-TREASURY : Bualuang Treasury Fund
234,2022-02-24,36789140150.57,11.2506,11.2507,11.2506,0.0001,B-TREASURY : Bualuang Treasury Fund
235,2022-02-23,37029460365.53,11.2505,11.2506,11.2505,0.0,B-TREASURY : Bualuang Treasury Fund
236,2022-02-22,36789544310.02,11.2505,11.2506,11.2505,0.0001,B-TREASURY : Bualuang Treasury Fund
237,2022-02-21,36868971481.44,11.2504,11.2505,11.2504,0.0002,B-TREASURY : Bualuang Treasury Fund
238,2022-02-18,36784190499.3,11.2502,11.2503,11.2502,0.0001,B-TREASURY : Bualuang Treasury Fund
239,2022-02-17,36934000634.33,11.2501,11.2502,11.2501,0.0002,B-TREASURY : Bualuang Treasury Fund
240,2022-02-15,37241933352.13,11.2499,11.25,11.2499,0.0001,B-TREASURY : Bualuang Treasury Fund
241,2022-02-14,37931438913.15,11.2498,11.2499,11.2498,0.0002,B-TREASURY : Bualuang Treasury Fund
242,2022-02-11,38485615208.12,11.2496,11.2497,11.2496,0.0001,B-TREASURY : Bualuang Treasury Fund
243,2022-02-10,38733332118.35,11.2495,11.2496,11.2495,0.0,B-TREASURY : Bualuang Treasury Fund
244,2022-02-09,38493116490.36,11.2495,11.2496,11.2495,0.0001,B-TREASURY : Bualuang Treasury Fund
245,2022-02-08,38518574772.15,11.2494,11.2495,11.2494,0.0001,B-TREASURY : Bualuang Treasury Fund
246,2022-02-07,38532133940.78,11.2493,11.2494,11.2493,0.0003,B-TREASURY : Bualuang Treasury Fund
247,2022-02-04,38488465100.57,11.249,11.2491,11.249,0.0,B-TREASURY : Bualuang Treasury Fund
248,2022-02-03,38520082598.88,11.249,11.2491,11.249,0.0001,B-TREASURY : Bualuang Treasury Fund
249,2022-02-02,38538006558.92,11.2489,11.249,11.2489,0.0001,B-TREASURY : Bualuang Treasury Fund
250,2022-02-01,38424256672.99,11.2488,11.2489,11.2488,0.0001,B-TREASURY : Bualuang Treasury Fund
251,2022-01-31,38296103388.06,11.2487,11.2488,11.2487,0.0002,B-TREASURY : Bualuang Treasury Fund
252,2022-01-28,38305686766.65,11.2485,11.2486,11.2485,0.0001,B-TREASURY : Bualuang Treasury Fund
253,2022-01-27,38200137390.94,11.2484,11.2485,11.2484,0.0001,B-TREASURY : Bualuang Treasury Fund
254,2022-01-26,38170841998.65,11.2483,11.2484,11.2483,0.0001,B-TREASURY : Bualuang Treasury Fund
255,2022-01-25,38196275002.6,11.2482,11.2483,11.2482,0.0,B-TREASURY : Bualuang Treasury Fund
256,2022-01-24,38310789243.27,11.2482,11.2483,11.2482,0.0003,B-TREASURY : Bualuang Treasury Fund
257,2022-01-21,38421977750.98,11.2479,11.248,11.2479,0.0001,B-TREASURY : Bualuang Treasury Fund
258,2022-01-20,38058566770.02,11.2478,11.2479,11.2478,0.0,B-TREASURY : Bualuang Treasury Fund
259,2022-01-19,37953961343.56,11.2478,11.2479,11.2478,0.0001,B-TREASURY : Bualuang Treasury Fund
260,2022-01-18,37800456696.12,11.2477,11.2478,11.2477,0.0001,B-TREASURY : Bualuang Treasury Fund
261,2022-01-17,37919279041.33,11.2476,11.2477,11.2476,0.0002,B-TREASURY : Bualuang Treasury Fund
262,2022-01-14,38009408747.8,11.2474,11.2475,11.2474,0.0001,B-TREASURY : Bualuang Treasury Fund
263,2022-01-13,37876506287.33,11.2473,11.2474,11.2473,0.0,B-TREASURY : Bualuang Treasury Fund
264,2022-01-12,37808788988.52,11.2473,11.2474,11.2473,0.0001,B-TREASURY : Bualuang Treasury Fund
265,2022-01-11,37788458058.88,11.2472,11.2473,11.2472,0.0001,B-TREASURY : Bualuang Treasury Fund
266,2022-01-10,37700424225.13,11.2471,11.2472,11.2471,0.0003,B-TREASURY : Bualuang Treasury Fund
267,2022-01-07,37659217650.48,11.2468,11.2469,11.2468,0.0,B-TREASURY : Bualuang Treasury Fund
268,2022-01-06,37582084394.01,11.2468,11.2469,11.2468,0.0001,B-TREASURY : Bualuang Treasury Fund
269,2022-01-05,37556027239.39,11.2467,11.2468,11.2467,0.0001,B-TREASURY : Bualuang Treasury Fund
270,2022-01-04,37579864735.82,11.2466,11.2467,11.2466,0.0005,B-TREASURY : Bualuang Treasury Fund
271,2021-12-30,37488637664.01,11.2461,11.2462,11.2461,0.0,B-TREASURY : Bualuang Treasury Fund
272,2021-12-29,37091425001.97,11.2461,11.2462,11.2461,0.0001,B-TREASURY : Bualuang Treasury Fund
273,2021-12-28,36864073924.38,11.246,11.2461,11.246,0.0001,B-TREASURY : Bualuang Treasury Fund
274,2021-12-27,36450495944.05,11.2459,11.246,11.2459,0.0003,B-TREASURY : Bualuang Treasury Fund
275,2021-12-24,36422974628.9,11.2456,11.2457,11.2456,0.0001,B-TREASURY : Bualuang Treasury Fund
276,2021-12-23,36132658102.27,11.2455,11.2456,11.2455,0.0001,B-TREASURY : Bualuang Treasury Fund
277,2021-12-22,36119702062.28,11.2454,11.2455,11.2454,0.0002,B-TREASURY : Bualuang Treasury Fund
278,2021-12-21,36349143507.92,11.2452,11.2453,11.2452,0.0,B-TREASURY : Bualuang Treasury Fund
279,2021-12-20,36415709611.41,11.2452,11.2453,11.2452,0.0003,B-TREASURY : Bualuang Treasury Fund
280,2021-12-17,35821904461.41,11.2449,11.245,11.2449,0.0001,B-TREASURY : Bualuang Treasury Fund
281,2021-12-16,35713007589.69,11.2448,11.2449,11.2448,0.0001,B-TREASURY : Bualuang Treasury Fund
282,2021-12-15,35658114404.05,11.2447,11.2448,11.2447,0.0001,B-TREASURY : Bualuang Treasury Fund
283,2021-12-14,35647638922.43,11.2446,11.2447,11.2446,0.0001,B-TREASURY : Bualuang Treasury Fund
284,2021-12-13,35867177987.19,11.2445,11.2446,11.2445,0.0003,B-TREASURY : Bualuang Treasury Fund
285,2021-12-09,35796411771.3,11.2442,11.2443,11.2442,0.0001,B-TREASURY : Bualuang Treasury Fund
286,2021-12-08,35888745707.33,11.2441,11.2442,11.2441,0.0002,B-TREASURY : Bualuang Treasury Fund
287,2021-12-07,35926696622.31,11.2439,11.244,11.2439,0.0003,B-TREASURY : Bualuang Treasury Fund
288,2021-12-03,35814862678.78,11.2436,11.2437,11.2436,0.0,B-TREASURY : Bualuang Treasury Fund
289,2021-12-02,36222310772.52,11.2436,11.2437,11.2436,0.0001,B-TREASURY : Bualuang Treasury Fund
290,2021-12-01,36031778042.39,11.2435,11.2436,11.2435,0.0001,B-TREASURY : Bualuang Treasury Fund
291,2021-11-30,34895804236.7,11.2434,11.2435,11.2434,0.0001,B-TREASURY : Bualuang Treasury Fund
292,2021-11-29,34984854259.13,11.2433,11.2434,11.2433,0.0003,B-TREASURY : Bualuang Treasury Fund
293,2021-11-26,34689869649.48,11.243,11.2431,11.243,0.0,B-TREASURY : Bualuang Treasury Fund
294,2021-11-25,34679020342.83,11.243,11.2431,11.243,0.0001,B-TREASURY : Bualuang Treasury Fund
295,2021-11-24,34488711067.01,11.2429,11.243,11.2429,0.0001,B-TREASURY : Bualuang Treasury Fund
296,2021-11-23,34661685122.94,11.2428,11.2429,11.2428,0.0001,B-TREASURY : Bualuang Treasury Fund
297,2021-11-22,34833936332.5,11.2427,11.2428,11.2427,0.0003,B-TREASURY : Bualuang Treasury Fund
298,2021-11-19,34933367766.44,11.2424,11.2425,11.2424,0.0,B-TREASURY : Bualuang Treasury Fund
299,2021-11-18,34905775658.42,11.2424,11.2425,11.2424,0.0002,B-TREASURY : Bualuang Treasury Fund
300,2021-11-17,34976107856.36,11.2422,11.2423,11.2422,0.0,B-TREASURY : Bualuang Treasury Fund
301,2021-11-16,35045322033.67,11.2422,11.2423,11.2422,0.0002,B-TREASURY : Bualuang Treasury Fund
302,2021-11-15,35046721028.58,11.242,11.2421,11.242,0.0002,B-TREASURY : Bualuang Treasury Fund
303,2021-11-12,34973643109.29,11.2418,11.2419,11.2418,0.0001,B-TREASURY : Bualuang Treasury Fund
304,2021-11-11,34985566868.61,11.2417,11.2418,11.2417,0.0,B-TREASURY : Bualuang Treasury Fund
305,2021-11-10,34888970519.82,11.2417,11.2418,11.2417,0.0002,B-TREASURY : Bualuang Treasury Fund
306,2021-11-09,34968467173.15,11.2415,11.2416,11.2415,0.0001,B-TREASURY : Bualuang Treasury Fund
307,2021-11-08,35219951761.81,11.2414,11.2415,11.2414,0.0002,B-TREASURY : Bualuang Treasury Fund
308,2021-11-05,35383283644.05,11.2412,11.2413,11.2412,0.0001,B-TREASURY : Bualuang Treasury Fund
309,2021-11-04,34909216581.27,11.2411,11.2412,11.2411,0.0001,B-TREASURY : Bualuang Treasury Fund
310,2021-11-03,35038085157.32,11.241,11.2411,11.241,0.0001,B-TREASURY : Bualuang Treasury Fund
311,2021-11-02,34981501547.24,11.2409,11.241,11.2409,0.0,B-TREASURY : Bualuang Treasury Fund
312,2021-11-01,34941869555.23,11.2409,11.241,11.2409,0.0003,B-TREASURY : Bualuang Treasury Fund
